,id,order_number,question,label_1,label_2,label_predict
219,220,04008220170922194712,请问托收的时候使用余额了，那么托收发票显示的金额是总的费用，还是去除使用的余额 ？，后期用户打增票显示金额和这个托收发票不一致，该如何处理，合同号J5286在201708账期的托收发票和增票金额不符合,,,发票打印
220,221,04008720171006183055,执行单里：年付单宽到期有两个，双百兆升不限量活动看不到。 商机单：原本有3个活动现在也看不到,,,改签不限量套餐
221,222,04008720171011103931,乐享单品高签不限量 ，这个活动，今天早上派单里出现了三个活动  ,,,改签不限量套餐
222,223,04008720171012084302,乐享单品高签不限量套餐活动，重复出现,,,改签不限量套餐
223,224,04011020171017105501, 报账单号：  RGA01211130000111710001004  流程显示有问题，看不到部门主任审核以后的,,,财辅报账支撑
224,225,04011620171010101114,已挂账的付款，在财辅中的挑对里还有 ,,,财辅报账支撑
225,226,04012520170929165619,滁州资产合并的单据ZC112017929002384停在87.85%,,,客户编码合并
226,227,04013620171012091214,工程提示在决算审计中，但审计人员看不到,,,工程类项目支撑
227,228,04014520170926165435,17AH003834001 AHDD201704110016：这个采购订单我确认一个0%的进度怎么提交不走啊 ,,,采购支撑
228,229,04016520171009110800,订单项号400196814、400199033异常，无法撤单，请给予处理,,,订单删单/撤单
229,230,04016520171030111416,HLWZX551201792289，办理套餐停机，报错，,,,受理报错
230,231,04018820171010103522,如何在MSS运维系统批量查询WBS项目编码实际占用成本情况？ ,,,财辅报账支撑
231,232,04018820171010152551,现在还需要在财辅系统发起存续公司人员的保险计提吗？,,,财辅报账支撑
232,233,04018820171018155345,电子发票打印不了,,,发票打印
233,234,04020720171020160531,17AH000679001  工程挂测，重新获取下OBD，谢谢,,,工程类项目支撑
234,235,04022320170914084926,18110707377变更49元云卡，但流量按无套餐收取.请协助处理.,,,流量费用争议
235,236,04024820171017095052,H8515678工号能正常登陆，但是获取代理商信息失败，翼管店里在主动暂停里，麻烦处理下，谢谢,,,受理报错
236,237,04086320170926091945,17755778599用户要换成此号码，系统提示异常，请给予处理！此工单已经多次发了，从8月份至今，都没有换成功，用户意见很大！请给予支撑！系统提示见截图,,,受理报错
237,238,04088220170930173126,18133776776在4G系统中定位时提示错误如下,,,受理报错
238,239,04094020171012085912,65558201系统卡单，没到外线，请处理，包区员15305695799,,,订单卡单
239,240,04101420171005135714,合肥话务运营中心   高林朋  工号：99039045    系统已上报离职到李宗会2工号里，但是现在在李宗会2工号里查不到离职上报记录，不能批离职，请运营厂家，核 查处理 。,,,工号权限/密码
240,241,04159720171003113523,9月30日办理99元不限量，号码：17333214616，订单号：255588573，人像采集多次无法通过，烦请后台处理，谢谢！,,,人像采集报错
241,242,04159720171020092803,17355164782李保国于9月30日高签199省内不限量套餐，参与全民抢爱家，参与优惠购机返1000元VC充值，系统显示全民抢爱家生效日期为2017.10.1，但是VC充值返1000的生效日期为2018.2.1，正常情况为9月受理，10月底前一次充值到账，烦请相关领导核实。谢谢！,,,缴费未到账(第三方平台问题)
242,243,05000920171018140441,工号050009无法进入mss门户点单,,,工号权限/密码
243,244,05001420171007191815,请录入交换故障定位规则，原交换规则先删除，谢谢！,,,订单删单/撤单
244,245,05001420171010164536,请强制销障亳州长时间未销障工单，人工点销障显示乱码，谢谢！,,,受理报错
245,246,05002520171003145639,天翼助手——实名认证，模块进不去，点击后闪退，烦请核实解决，国庆客户经理营销活动现场无法建客户资料。,,,未实名
246,247,05006420170922155647,000088工号要在翼运维看全市所有的工单，要怎么处理,,,工号权限/密码
247,248,05006420171016154200,服务台的工号是不是不能选到业管等3个工单池了，例如050064，W9004941,,,工号权限/密码
248,249,05006420171023104451,请问下翼支撑管理界面中哪个地方可以查到管控超时在线提问工单,,,订单卡单
249,250,05008320171027111620,13329298993是199不限量套餐，原号码13329298983.18949281089加不了做为该套餐副卡。请协助处理。,,,改签不限量套餐
250,251,05012320171009180226,施集营业部原潘华萍专营店已经退出，现在需要在OA财辅中发起退款2000，但是不能找到这笔款项信息，请见附件,,,财辅报账支撑
251,252,05014020171017102841,你好 用户来拆机收取240元押金订单84457941中，现在用户来退，查不到这笔费用，麻烦查询！（IPTV5632016432010) 01170930563128885004 缴费流水号，麻烦在CRM前台的一次费中显示出来 ,,,拆机/销户系统校验不通过
252,253,05016320171016162609,财辅报账单提交后，无法打印手签格式，提示无需要打印的报账单。,,,财辅报账支撑
253,254,05016620171017144850," 17AH012294001  包河钟楼曙光新村02光交优化光网项目（标1国信规划院）  网发拍照派给施工队宁仁广，APP工号    APP105854 ,进入APP，看不到该工程拍照信息",,,人像采集报错
254,255,05016620171018092524,  17AH016830 包河区曙宏无线网信达天御琅诗郡室分光网项目(标1国信江苏院) 拍照系统施工队工号APP107706，手机上看不到信息,,,人像采集报错
255,256,05016620171018094958, 17AH008487 包河区地铁5号线黄山路站配线光缆临迁光网项目（表2国信规划院）   17AH011586 包河区地铁5号线望江东路站光缆临迁光网项目（标1国信规划院）  17AH008486 包河区地铁5号线黄山路站主干光缆临迁光网项目（标2国信规划院）   施工人员工号 APP107706，手机上看不到信息   17AH011001 包河钟楼屯溪路光交等光缆优化光网项目（标1国信规划院）    17AH011226 包河钟楼地矿局光交优化光网项目（标1国信规划院）  17AH012293 包河钟,,,工号权限/密码
256,257,05016620171031170632,单购项目转固时，导出交资表发现有辅料在列为主料，请帮忙调整为辅料。 工程编码：17AH008168001 物料目录：03030604，物料描述： ONU配套-用户电缆-48芯-每增加1m价格 ，物资编码：J03030701098,,,固定资产支撑
257,258,05018220170928102718,蜀山楼宇市场分部新进员工徐新东  工号 W1296782  联系电话 18019935900   该同志在进入MSS门户走合同流程时OA上合同提示：该用户没有定义门户角色。 现申请相关部门给予处理，感谢！,,,工号权限/密码
258,259,05022420171009165334, 请帮忙把MSS立项的2个工程名称同步下：原立项名称：（亳州亳州分公司涡阳县花沟刘鬼窝、耿皇王楼、高公穆营基站L800M光缆接入光网项目）MISS已改为：亳州市分公司涡阳县无线网室外站第4批次耿黄周薛庄、慕营村、于大村光网项目。原来立项名称：（亳州分公司涡阳县义门刘营、大梅基站L800M光缆接入光网项目）MISS已改为：亳州市分公司涡阳县无线网室外站第4批次义门前梅、七里嘴光网项目。谢谢,,,财辅报账支撑
259,260,05054520171030083424,15305637718高坤用户，准备改199元省内不限量套餐，但系统提醒有欠费。查CRM合同号（Ng109339）  欠费金额-0.02元。请IT帮助处理。谢谢！,,,改签不限量套餐
260,261,05071420171018093216,18156632327办理改爱家套餐，最后缴费提示收费500元，缴费成功后但是系统没看见，不知道这500元是不是一次性到账消费的,,,无匹配标签
261,262,05075720171011101331,      客户统一缴费预存，现在发现客户账户10月8-9号有银行代扣费用，可以肯定不是我客户缴费的。可能是客户新装的号码之前使用人办理的银行代扣没有取消。我客户一直是转账缴费，如以后客户发现扣钱，我客户无法给之前老户也不会给老户。麻烦查一下是那个号码缴费的，我客户账户有600多号码，客户经理无法查询！,,,订单卡单
262,263,05110520171026104059,"徐删除工程决算资产sap数据，工程17AH006001001,关于2017年4月平安城市一期改造工程",,,订单删单/撤单
263,264,05110520171027092941,数据修改单，请删除工程17AH006001001（关于2017年4月平安城市一期改造工程）的一次性验收单据，使其可以再次立项,,,订单删单/撤单
264,265,05121020171015162256,KDYX55820172443857用户办理199不限量套餐存设备款缴费时，支付方式当时没有现金选项弹出，用微信支付的，钱已划走，但系统上查不到。之后又重新从系统上又存了一遍，微信的钱如何查到退出。,,,改签不限量套餐
265,266,05124720170926174159,2266569，每个月的增值税发票都打不出来，都提示账期费用已打印，请处理！,,,发票打印
266,267,06001120171010084722,麻烦退订这个IPTV5572017714233套餐，安装时提示先退订，一线找不到退订的地方，请支撑为感,,,IPTV退单、删单
267,268,06028220171009151644,84640764  新装光网客房人像采集时提示接口异常，请帮忙查看,,,人像采集报错
268,269,06032920171005102224,不好意思，还得麻烦你，我让受理人员退订一卡双号，提示不给退订,,,一卡双号退订
269,270,06071820171019092016,装维支撑平台，管理员无法分配权限,,,工号权限/密码
270,271,06079620170925114745,MSS财辅系统，完成差旅费报账单提交，点击“打印手签格式单”提示“没有需要打印的报账单”。报账单号TYA01211020400021709011004  ，请予以支撑处理为感！ ,,,财辅报账支撑
271,272,06089520171009171844,我的OA账号所属组织已经从安工程机电团队变更为了校园客户部，但是我之前发合同的团队没有改过来，导致财辅报账选不到支出类合同，烦请处理！,,,财辅报账支撑
272,273,06089520171011111033,上个月底发起的活动预算已经立项，但是财辅系统发起报账时，选不到该活动预算，请帮忙查看处理，谢谢！,,,财辅报账支撑
273,274,06089520171011120909,活动预算已立项，报账选不到预算,,,财辅报账支撑
274,275,06089520171016113332,MSS财辅年度预算单子在待办环节，无法终止，提示出错,,,财辅报账支撑
275,276,06091720171012090655,号码6499002，需要补打1-5月份增值税专票数据，麻烦补录下，谢谢。,,,增值发票
